fitness_type,stop_mode,n_decision_rules,n_decision_rules_pct,generation,fitness,accuracy,mse
regret_reg,top30,2,10,47,0.333676,60.44,7.387342
regret_reg,top30,2,10,48,0.338318,60.50,7.434737
regret_reg,top30,2,10,49,0.332902,60.48,7.451235
regret_reg,top30,2,10,50,0.327546,59.68,7.510886
regret_reg,top30,2,10,51,0.350328,58.56,7.448028
regret_reg,top30,2,10,52,0.339239,58.27,7.575729
regret_reg,top30,2,10,53,0.332623,57.30,7.474692
regret_reg,top30,2,10,54,0.327306,58.25,7.641320
regret_reg,top30,2,10,55,0.329305,59.57,7.494444
regret_reg,top30,2,10,56,0.329782,58.64,7.443701
regret_reg,top30,2,10,57,0.318816,59.25,7.372036
regret_reg,top30,2,10,58,0.328761,58.69,7.431405
regret_reg,top30,2,10,59,0.318396,59.59,7.223460
regret_reg,top30,2,10,60,0.333171,61.10,7.101736
regret_reg,top30,2,10,61,0.321656,61.14,7.059314
regret_reg,top30,2,10,62,0.323532,61.15,7.202088
regret_reg,top30,2,10,63,0.323419,60.30,7.183031
regret_reg,top30,2,10,64,0.314073,60.23,7.181540
regret_reg,top30,2,10,65,0.335173,60.94,7.080676
regret_reg,top30,2,10,66,0.335650,59.46,7.277942
regret_reg,top30,2,10,67,0.335353,60.69,7.407178
regret_reg,top30,2,10,68,0.321430,60.68,7.394956
regret_reg,top30,2,10,69,0.324223,60.25,7.549079
regret_reg,top30,2,10,70,0.315803,60.26,7.551691
regret_reg,top30,2,10,71,0.316376,59.96,7.492870
regret_reg,top30,2,10,72,0.312380,60.38,7.345368
regret_reg,top30,2,10,73,0.311711,60.17,7.448953
regret_reg,top30,2,10,74,0.317204,60.04,7.378525
regret_reg,top30,2,10,75,0.315481,59.43,7.233638
regret_reg,top30,2,10,76,0.307336,59.41,7.139778
regret_reg,top30,2,10,77,0.306214,59.20,7.265129
regret_reg,top30,2,10,78,0.305862,59.22,7.195916
regret_reg,top30,2,10,79,0.314583,58.86,7.274778
regret_reg,top30,2,10,80,0.309460,57.63,7.251053
regret_reg,top30,2,10,81,0.313896,57.70,7.246462
regret_reg,top30,2,10,82,0.318874,57.61,7.213562
regret_reg,top30,2,10,83,0.314318,57.62,7.264134
regret_reg,top30,2,10,84,0.312201,57.19,7.357516
regret_reg,top30,2,10,85,0.310525,56.99,7.341268
regret_reg,top30,4,20,1,14.271126,51.50,22.305349
regret_reg,top30,4,20,2,13.518753,51.52,21.007864
regret_reg,top30,4,20,3,12.490711,51.50,20.441185
regret_reg,top30,4,20,4,11.868916,51.40,19.329994
regret_reg,top30,4,20,5,10.828948,51.33,19.024066
regret_reg,top30,4,20,6,10.183406,52.24,18.372146
regret_reg,top30,4,20,7,9.434288,53.10,17.520362
regret_reg,top30,4,20,8,8.833468,53.21,16.842676
regret_reg,top30,4,20,9,8.148426,53.82,16.509104
regret_reg,top30,4,20,10,7.534989,53.66,15.881699
regret_reg,top30,4,20,11,6.618816,54.86,15.135574
regret_reg,top30,4,20,12,6.034532,56.52,14.319175
regret_reg,top30,4,20,13,5.610681,56.45,13.972041
regret_reg,top30,4,20,14,5.038722,55.96,13.620406
regret_reg,top30,4,20,15,4.557165,58.65,13.082726
regret_reg,top30,4,20,16,4.088477,58.43,12.583927
regret_reg,top30,4,20,17,3.688669,58.44,12.477359
regret_reg,top30,4,20,18,3.303227,59.57,12.324295
regret_reg,top30,4,20,19,3.007961,60.94,11.997630
regret_reg,top30,4,20,20,2.695228,60.37,11.647594
regret_reg,top30,4,20,21,2.367706,60.47,11.402051
regret_reg,top30,4,20,22,2.145110,60.57,11.225755
regret_reg,top30,4,20,23,1.940681,62.11,10.958502
regret_reg,top30,4,20,24,1.744402,62.32,10.550043
regret_reg,top30,4,20,25,1.564848,62.96,10.615458
regret_reg,top30,4,20,26,1.427702,62.95,10.422396
regret_reg,top30,4,20,27,1.278114,63.07,9.923815
regret_reg,top30,4,20,28,1.156900,63.82,9.763823
regret_reg,top30,4,20,29,1.060569,63.31,9.596405
regret_reg,top30,4,20,30,0.981675,62.87,9.217160
regret_reg,top30,4,20,31,0.884881,62.01,9.300853
regret_reg,top30,4,20,32,0.792092,63.47,9.143265
regret_reg,top30,4,20,33,0.730468,63.40,8.951124
regret_reg,top30,4,20,34,0.673378,63.32,8.388784
regret_reg,top30,4,20,35,0.619611,64.35,8.254995
regret_reg,top30,4,20,36,0.577155,64.95,8.124721
regret_reg,top30,4,20,37,0.557572,63.77,8.209756
regret_reg,top30,4,20,38,0.529738,63.14,8.021151
regret_reg,top30,4,20,39,0.505671,62.94,7.858972
regret_reg,top30,4,20,40,0.492059,63.68,7.586075
regret_reg,top30,4,20,41,0.477576,63.24,7.516680
regret_reg,top30,4,20,42,0.461543,62.23,7.445057
regret_reg,top30,4,20,43,0.462670,62.44,7.129004
regret_reg,top30,4,20,44,0.431468,62.77,7.168736
regret_reg,top30,4,20,45,0.417442,62.91,7.117221
regret_reg,top30,4,20,46,0.424469,62.80,6.907776
regret_reg,top30,4,20,47,0.418857,62.83,6.819007
regret_reg,top30,4,20,48,0.401716,62.38,6.959726
regret_reg,top30,4,20,49,0.436022,61.98,7.065813
regret_reg,top30,4,20,50,0.397133,63.51,7.096538
regret_reg,top30,4,20,51,0.387344,64.33,7.091244
regret_reg,top30,4,20,52,0.384182,63.94,7.055184
regret_reg,top30,4,20,53,0.377748,64.15,7.170931
regret_reg,top30,4,20,54,0.391250,64.61,7.118330
regret_reg,top30,4,20,55,0.402909,63.07,7.041457
regret_reg,top30,4,20,56,0.388387,63.66,6.969581
regret_reg,top30,4,20,57,0.407200,64.85,7.187021
regret_reg,top30,4,20,58,0.388380,64.69,7.219508
regret_reg,top30,4,20,59,0.388344,64.22,7.397287
regret_reg,top30,4,20,60,0.373644,64.26,7.376133
regret_reg,top30,4,20,61,0.389713,63.61,7.374703
regret_reg,top30,4,20,62,0.379910,63.61,7.476668
regret_reg,top30,4,20,63,0.369590,63.21,7.659042
regret_reg,top30,4,20,64,0.381537,62.34,7.652345
regret_reg,top30,4,20,65,0.395306,64.08,7.426461
regret_reg,top30,4,20,66,0.375847,63.61,7.624154
regret_reg,top30,4,20,67,0.379571,62.40,7.423203
regret_reg,top30,4,20,68,0.386164,60.78,7.300025
regret_reg,top30,4,20,69,0.398595,61.45,7.288272
regret_reg,top30,4,20,70,0.381991,61.64,7.303407
regret_reg,top30,4,20,71,0.397415,62.14,7.236956
regret_reg,top30,4,20,72,0.387658,61.67,7.409885
regret_reg,top30,4,20,73,0.400098,62.36,7.276922
regret_reg,top30,4,20,74,0.386179,62.99,7.268822
regret_reg,top30,4,20,75,0.389905,63.08,7.120541
regret_reg,top30,4,20,76,0.374717,64.21,7.283299
regret_reg,top30,4,20,77,0.373385,63.50,7.309921
regret_reg,top30,4,20,78,0.364714,64.29,7.122911
regret_reg,top30,4,20,79,0.380021,64.61,7.122963
regret_reg,top30,4,20,80,0.368512,64.79,7.195782
regret_reg,top30,4,20,81,0.382422,64.29,7.139864
regret_reg,top30,4,20,82,0.371405,64.29,7.225464
regret_reg,top30,4,20,83,0.380084,64.38,7.307199
regret_reg,top30,4,20,84,0.377462,64.63,7.344189
regret_reg,top30,4,20,85,0.370474,64.25,7.431699
regret_reg,top30,4,20,86,0.386306,63.87,7.406948
regret_reg,top30,4,20,87,0.387423,63.68,7.347708
regret_reg,top30,4,20,88,0.376061,63.04,7.258089
regret_reg,top30,4,20,89,0.394615,63.16,7.284442
regret_reg,top30,4,20,90,0.401005,63.17,7.349063
regret_reg,top30,4,20,91,0.401272,62.86,7.305805
regret_reg,top30,4,20,92,0.398365,62.36,7.387098
regret_reg,top30,4,20,93,0.399367,62.40,7.473322
regret_reg,top30,4,20,94,0.396025,62.56,7.470443
regret_reg,top30,4,20,95,0.393723,62.40,7.446158
regret_reg,top30,4,20,96,0.391647,62.66,7.467871
regret_reg,top30,4,20,97,0.388056,62.29,7.455881
regret_reg,top30,4,20,98,0.398038,62.24,7.340212
regret_reg,top30,4,20,99,0.388755,62.48,7.356620
regret_reg,top30,4,20,100,0.395741,62.32,7.387253
regret_reg,top30,6,30,1,17.185005,49.25,22.903959
regret_reg,top30,6,30,2,16.226217,50.19,21.935003
regret_reg,top30,6,30,3,15.262376,51.13,20.910203
regret_reg,top30,6,30,4,13.718790,51.84,19.576999
regret_reg,top30,6,30,5,12.985452,54.44,18.615131
regret_reg,top30,6,30,6,12.203996,54.27,18.501614
regret_reg,top30,6,30,7,10.949789,55.54,17.966202
regret_reg,top30,6,30,8,10.136479,56.03,17.393109
regret_reg,top30,6,30,9,9.445969,57.16,17.864921
regret_reg,top30,6,30,10,8.331689,59.23,17.610998
regret_reg,top30,6,30,11,7.499513,60.43,16.793187
regret_reg,top30,6,30,12,6.957875,61.17,16.611822
regret_reg,top30,6,30,13,6.311554,62.02,16.307181
regret_reg,top30,6,30,14,5.645986,61.77,16.189143
regret_reg,top30,6,30,15,5.093087,63.33,15.712892
regret_reg,top30,6,30,16,4.588233,64.60,15.031379
regret_reg,top30,6,30,17,4.114440,66.81,14.404175
regret_reg,top30,6,30,18,3.708929,67.37,14.221680
regret_reg,top30,6,30,19,3.292022,68.32,13.893084
regret_reg,top30,6,30,20,2.990800,68.16,13.328613
regret_reg,top30,6,30,21,2.740602,68.33,13.076372
regret_reg,top30,6,30,22,2.459035,69.06,12.499235
regret_reg,top30,6,30,23,2.193464,70.28,11.647324
regret_reg,top30,6,30,24,1.979528,70.31,11.446902
regret_reg,top30,6,30,25,1.794513,70.29,10.996959
regret_reg,top30,6,30,26,1.635105,70.56,10.632595
regret_reg,top30,6,30,27,1.448833,69.90,10.511956
regret_reg,top30,6,30,28,1.322384,69.45,10.405511
regret_reg,top30,6,30,29,1.169399,70.84,10.121134
regret_reg,top30,6,30,30,1.042235,70.88,10.106083
regret_reg,top30,6,30,31,0.945586,70.21,9.971871
regret_reg,top30,6,30,32,0.877705,70.29,9.840263
regret_reg,top30,6,30,33,0.813970,69.69,9.640413
regret_reg,top30,6,30,34,0.740388,69.95,9.197140
regret_reg,top30,6,30,35,0.700573,69.77,8.901858
regret_reg,top30,6,30,36,0.647810,69.62,8.755707
regret_reg,top30,6,30,37,0.600019,69.93,8.380292
regret_reg,top30,6,30,38,0.558384,69.29,8.195218
regret_reg,top30,6,30,39,0.522472,68.98,7.951125
regret_reg,top30,6,30,40,0.501339,69.12,7.780518
regret_reg,top30,6,30,41,0.489672,69.25,7.800187
regret_reg,top30,6,30,42,0.475027,68.64,7.811161
regret_reg,top30,6,30,43,0.460971,68.90,7.706330
regret_reg,top30,6,30,44,0.473455,68.99,7.656396
regret_reg,top30,6,30,45,0.440508,68.88,7.630793
regret_reg,top30,6,30,46,0.440286,68.87,7.560815
regret_reg,top30,6,30,47,0.442266,68.02,7.717825
regret_reg,top30,6,30,48,0.437876,68.72,7.769415
regret_reg,top30,6,30,49,0.410144,68.94,7.777259
regret_reg,top30,6,30,50,0.427843,67.60,7.739539
regret_reg,top30,6,30,51,0.446914,67.50,7.817950
regret_reg,top30,6,30,52,0.423844,68.33,7.975268
regret_reg,top30,6,30,53,0.445184,68.30,7.804257
regret_reg,top30,6,30,54,0.444459,68.13,7.766002
regret_reg,top30,6,30,55,0.438531,68.65,7.678274
regret_reg,top30,6,30,56,0.429529,68.47,7.599183
regret_reg,top30,6,30,57,0.411243,69.49,7.668733
regret_reg,top30,6,30,58,0.423588,69.69,7.790254
regret_reg,top30,6,30,59,0.441132,68.99,7.724468
regret_reg,top30,6,30,60,0.417189,69.14,7.812633
regret_reg,top30,6,30,61,0.443285,68.97,7.740454
regret_reg,top30,6,30,62,0.417052,68.70,7.624898
regret_reg,top30,6,30,63,0.443337,68.45,7.728778
regret_reg,top30,6,30,64,0.407568,69.37,7.781517
regret_reg,top30,6,30,65,0.424846,69.38,7.798985
regret_reg,top30,6,30,66,0.420802,69.31,7.833004
regret_reg,top30,6,30,67,0.421672,69.44,8.033959
regret_reg,top30,6,30,68,0.425660,69.39,8.033228
regret_reg,top30,6,30,69,0.411706,71.19,7.787760
regret_reg,top30,6,30,70,0.425977,71.10,7.932718
regret_reg,top30,6,30,71,0.431715,71.13,8.027907
regret_reg,top30,6,30,72,0.419836,70.44,7.881291
regret_reg,top30,6,30,73,0.436274,71.02,7.768837
regret_reg,top30,6,30,74,0.410126,71.14,7.740873
regret_reg,top30,6,30,75,0.405598,70.89,7.948739
regret_reg,top30,6,30,76,0.424694,69.95,8.087602
regret_reg,top30,6,30,77,0.450207,69.13,8.302326
regret_reg,top30,6,30,78,0.427111,70.81,8.059806
regret_reg,top30,6,30,79,0.400418,70.94,8.058334
regret_reg,top30,6,30,80,0.432601,70.43,7.963819
regret_reg,top30,6,30,81,0.439329,70.57,7.983938
regret_reg,top30,6,30,82,0.416681,71.08,7.995071
regret_reg,top30,6,30,83,0.414151,70.95,7.980217
regret_reg,top30,6,30,84,0.403961,72.03,7.674763
regret_reg,top30,6,30,85,0.413862,71.92,7.524094
regret_reg,top30,6,30,86,0.409846,72.43,7.565824
regret_reg,top30,6,30,87,0.419104,71.41,7.451155
regret_reg,top30,6,30,88,0.431135,71.54,7.487371
regret_reg,top30,6,30,89,0.425317,71.43,7.475316
regret_reg,top30,6,30,90,0.420958,71.89,7.487397
regret_reg,top30,6,30,91,0.423397,71.64,7.556314
regret_reg,top30,6,30,92,0.424655,72.25,7.603037
regret_reg,top30,6,30,93,0.415139,72.40,7.653925
regret_reg,top30,6,30,94,0.421620,72.19,7.658336
regret_reg,top30,8,40,1,19.182802,48.75,22.940515
regret_reg,top30,8,40,2,17.481557,51.71,21.028082
regret_reg,top30,8,40,3,16.168266,52.79,21.033625
regret_reg,top30,8,40,4,16.261308,51.68,21.042704
regret_reg,top30,8,40,5,15.068682,53.98,20.515569
regret_reg,top30,8,40,6,13.859039,54.21,20.202672
regret_reg,top30,8,40,7,13.181714,55.21,19.790786
regret_reg,top30,8,40,8,12.009070,55.96,19.071211
regret_reg,top30,8,40,9,11.122741,56.77,18.618833
regret_reg,top30,8,40,10,10.391716,57.32,18.223145
regret_reg,top30,8,40,11,9.540278,59.52,18.175274
regret_reg,top30,8,40,12,8.753144,60.28,17.862636
regret_reg,top30,8,40,13,7.775366,62.91,17.413449
regret_reg,top30,8,40,14,7.020925,65.56,16.854912
regret_reg,top30,8,40,15,6.284852,65.19,16.434741
regret_reg,top30,8,40,16,5.655554,67.30,16.051292
regret_reg,top30,8,40,17,5.020553,67.50,16.146936
regret_reg,top30,8,40,18,4.630454,68.51,16.224903
regret_reg,top30,8,40,19,4.207522,69.63,15.838455
regret_reg,top30,8,40,20,3.736777,70.15,15.740900
regret_reg,top30,8,40,21,3.442405,69.69,15.459200
regret_reg,top30,8,40,22,3.127800,70.82,15.116711
regret_reg,top30,8,40,23,2.842450,72.56,14.831849
regret_reg,top30,8,40,24,2.572876,71.79,14.647152
regret_reg,top30,8,40,25,2.295042,73.05,14.008823
regret_reg,top30,8,40,26,2.076306,73.81,13.618759
regret_reg,top30,8,40,27,1.927122,73.30,13.578123
regret_reg,top30,8,40,28,1.726526,74.38,13.538994
regret_reg,top30,8,40,29,1.593659,74.96,13.295644
regret_reg,top30,8,40,30,1.442511,75.04,13.168391
regret_reg,top30,8,40,31,1.344067,75.65,12.763617
regret_reg,top30,8,40,32,1.229950,76.12,12.433052
regret_reg,top30,8,40,33,1.130407,76.30,12.158688
regret_reg,top30,8,40,34,1.029449,75.82,11.842609
regret_reg,top30,8,40,35,0.943252,76.21,11.453541
regret_reg,top30,8,40,36,0.860339,76.53,11.193511
regret_reg,top30,8,40,37,0.826120,75.73,10.940906
regret_reg,top30,8,40,38,0.764410,76.14,10.765317
regret_reg,top30,8,40,39,0.709218,76.48,10.414933
regret_reg,top30,8,40,40,0.668207,76.71,10.564244
regret_reg,top30,8,40,41,0.638103,76.30,10.377096
regret_reg,top30,8,40,42,0.617066,75.80,10.167266
regret_reg,top30,8,40,43,0.589868,74.74,10.090198
regret_reg,top30,8,40,44,0.564053,74.79,9.918417
regret_reg,top30,8,40,45,0.548934,74.00,9.804524
regret_reg,top30,8,40,46,0.544958,73.31,9.614895
regret_reg,top30,8,40,47,0.533964,72.62,9.763889
regret_reg,top30,8,40,48,0.528732,73.60,9.710689
regret_reg,top30,8,40,49,0.544299,73.41,9.660676
regret_reg,top30,8,40,50,0.517826,73.57,9.342254
regret_reg,top30,8,40,51,0.493889,73.40,9.102158
regret_reg,top30,8,40,52,0.485495,73.68,8.924204
regret_reg,top30,8,40,53,0.494351,73.14,8.719903
regret_reg,top30,8,40,54,0.484492,73.78,8.694855
regret_reg,top30,8,40,55,0.486293,73.64,8.641210
regret_reg,top30,8,40,56,0.485609,73.78,8.209587
regret_reg,top30,8,40,57,0.491728,74.31,8.163768
regret_reg,top30,8,40,58,0.453826,73.89,8.025625
regret_reg,top30,8,40,59,0.480254,74.15,7.895388
regret_reg,top30,8,40,60,0.462791,74.21,7.774557
regret_reg,top30,8,40,61,0.464330,74.09,7.647527
regret_reg,top30,8,40,62,0.449777,74.78,7.561409
regret_reg,top30,8,40,63,0.471849,74.37,7.448123
regret_reg,top30,8,40,64,0.455622,75.20,7.592057
regret_reg,top30,8,40,65,0.470300,75.34,7.721457
regret_reg,top30,8,40,66,0.481445,74.30,7.770897
regret_reg,top30,8,40,67,0.437199,75.52,7.620058
regret_reg,top30,8,40,68,0.445526,75.79,7.614958
regret_reg,top30,8,40,69,0.481475,74.48,7.686303
regret_reg,top30,8,40,70,0.477535,73.39,7.861030
regret_reg,top30,8,40,71,0.452865,74.47,7.795140
regret_reg,top30,8,40,72,0.482156,73.85,8.037974
regret_reg,top30,8,40,73,0.468327,74.74,8.090164
regret_reg,top30,8,40,74,0.476178,74.69,8.222590
regret_reg,top30,8,40,75,0.455300,75.38,8.156517
regret_reg,top30,8,40,76,0.458801,75.52,8.130350
regret_reg,top30,8,40,77,0.468398,75.40,8.096256
regret_reg,top30,8,40,78,0.447555,74.99,8.049411
regret_reg,top30,8,40,79,0.455064,75.18,8.146816
regret_reg,top30,8,40,80,0.426642,76.48,8.152159
regret_reg,top30,8,40,81,0.450601,76.06,8.044811
regret_reg,top30,8,40,82,0.439499,76.39,7.904463
regret_reg,top30,8,40,83,0.443206,74.67,7.902138
regret_reg,top30,8,40,84,0.434925,76.21,7.869718
regret_reg,top30,8,40,85,0.422645,75.95,7.783239
regret_reg,top30,8,40,86,0.439070,75.80,7.878993
regret_reg,top30,8,40,87,0.439661,75.64,7.971725
regret_reg,top30,8,40,88,0.436528,75.48,7.984426
regret_reg,top30,8,40,89,0.446601,75.75,7.976097
regret_reg,top30,8,40,90,0.455232,76.23,7.881425
regret_reg,top30,8,40,91,0.435270,75.70,7.916525
regret_reg,top30,8,40,92,0.418345,76.19,7.794359
regret_reg,top30,8,40,93,0.443764,75.62,7.826009
regret_reg,top30,8,40,94,0.437708,75.28,7.842456
regret_reg,top30,8,40,95,0.435317,75.41,8.046779
regret_reg,top30,8,40,96,0.427341,75.46,7.865607
regret_reg,top30,8,40,97,0.432765,75.36,7.886347
regret_reg,top30,8,40,98,0.430953,75.49,7.865603
regret_reg,top70,1,5,1,10.654959,51.40,22.378499
regret_reg,top70,1,5,2,10.019842,50.19,20.944331
regret_reg,top70,1,5,3,8.766845,51.33,19.968751
regret_reg,top70,1,5,4,7.721795,51.85,19.292606
regret_reg,top70,1,5,5,7.007472,51.51,18.316340
regret_reg,top70,1,5,6,6.276910,50.71,18.305915
regret_reg,top70,1,5,7,5.506639,52.19,17.524222
regret_reg,top70,1,5,8,4.941219,52.47,16.462830
regret_reg,top70,1,5,9,4.344900,53.26,15.572004
regret_reg,top70,1,5,10,3.871661,52.96,15.062664
regret_reg,top70,1,5,11,3.508342,53.57,14.414593
regret_reg,top70,1,5,12,3.178400,54.58,13.906589
regret_reg,top70,1,5,13,2.811297,55.76,13.647476
regret_reg,top70,1,5,14,2.484259,56.33,13.237959
regret_reg,top70,1,5,15,2.168824,56.54,12.665616
regret_reg,top70,1,5,16,1.926481,58.06,11.788379
regret_reg,top70,1,5,17,1.671316,58.00,11.133015
regret_reg,top70,1,5,18,1.470559,58.24,10.441248
regret_reg,top70,1,5,19,1.312883,57.97,10.023425
regret_reg,top70,1,5,20,1.150580,57.65,9.819865
regret_reg,top70,1,5,21,1.007783,57.27,9.546239
regret_reg,top70,1,5,22,0.907837,58.12,9.334075
regret_reg,top70,1,5,23,0.809216,58.56,9.109980
regret_reg,top70,1,5,24,0.717271,56.42,8.770018
regret_reg,top70,1,5,25,0.635930,56.46,8.419391
regret_reg,top70,1,5,26,0.571774,54.81,8.277584
regret_reg,top70,1,5,27,0.516990,55.75,8.263210
regret_reg,top70,1,5,28,0.475350,55.43,8.255906
regret_reg,top70,1,5,29,0.437512,55.21,8.357509
regret_reg,top70,1,5,30,0.401289,55.88,8.242401
regret_reg,top70,1,5,31,0.374290,55.78,8.224197
regret_reg,top70,1,5,32,0.370923,54.83,8.216649
regret_reg,top70,1,5,33,0.348516,56.12,8.101261
regret_reg,top70,1,5,34,0.341941,57.32,8.078978
regret_reg,top70,1,5,35,0.326431,56.84,7.941497
regret_reg,top70,1,5,36,0.328275,57.22,7.817581
regret_reg,top70,1,5,37,0.327740,55.91,7.881254
regret_reg,top70,1,5,38,0.315846,56.32,7.788289
regret_reg,top70,1,5,39,0.323026,55.15,7.656676
regret_reg,top70,1,5,40,0.319268,55.07,7.497992
regret_reg,top70,1,5,41,0.308926,56.06,7.342984
regret_reg,top70,1,5,42,0.299512,55.92,7.380110
regret_reg,top70,1,5,43,0.301557,54.87,7.384318
regret_reg,top70,1,5,44,0.299920,53.92,7.421939
regret_reg,top70,1,5,45,0.295537,53.84,7.496754
regret_reg,top70,1,5,46,0.297972,54.01,7.637161
regret_reg,top70,1,5,47,0.306553,55.36,7.523850
regret_reg,top70,1,5,48,0.307205,53.98,7.574842
regret_reg,top70,1,5,49,0.310635,53.59,7.532605
regret_reg,top70,1,5,50,0.293332,52.58,7.202527
regret_reg,top70,1,5,51,0.295307,51.19,7.313744
regret_reg,top70,1,5,52,0.298771,51.18,7.246738
regret_reg,top70,1,5,53,0.297013,52.63,7.325733
regret_reg,top70,1,5,54,0.288356,52.75,7.277470
regret_reg,top70,1,5,55,0.287435,51.94,6.962648
regret_reg,top70,1,5,56,0.291064,51.92,7.151567
regret_reg,top70,1,5,57,0.294737,51.55,7.120235
regret_reg,top70,1,5,58,0.295641,53.11,7.070817
regret_reg,top70,1,5,59,0.282377,52.74,7.234760
regret_reg,top70,1,5,60,0.293234,52.56,7.349983
regret_reg,top70,1,5,61,0.297558,53.45,7.362752
regret_reg,top70,1,5,62,0.288465,53.20,7.470108
regret_reg,top70,1,5,63,0.288609,53.22,7.412587
regret_reg,top70,1,5,64,0.284969,53.74,7.434407
regret_reg,top70,1,5,65,0.286179,53.93,7.280468
regret_reg,top70,1,5,66,0.290651,54.28,7.123361
regret_reg,top70,1,5,67,0.284697,54.01,7.061535
regret_reg,top70,1,5,68,0.290001,53.95,6.989925
regret_reg,top70,1,5,69,0.296280,53.68,6.978690
regret_reg,top70,1,5,70,0.299644,53.63,7.004869
regret_reg,top70,1,5,71,0.284434,54.78,7.025883
regret_reg,top70,1,5,72,0.284806,54.34,6.880286
regret_reg,top70,1,5,73,0.280783,53.96,7.039211
regret_reg,top70,1,5,74,0.290140,54.57,6.996970
regret_reg,top70,1,5,75,0.293332,53.73,6.899816
regret_reg,top70,1,5,76,0.289567,53.12,6.828594
regret_reg,top70,1,5,77,0.288304,53.70,6.689942
regret_reg,top70,1,5,78,0.296157,53.62,6.742433
regret_reg,top70,1,5,79,0.293593,53.42,6.750147
regret_reg,top70,1,5,80,0.294669,53.27,6.792256
regret_reg,top70,1,5,81,0.293498,53.25,6.829555
regret_reg,top70,1,5,82,0.297348,53.63,6.794595
regret_reg,top70,1,5,83,0.297229,54.20,6.741304
regret_reg,top70,1,5,84,0.295033,54.20,6.800737
regret_reg,top70,1,5,85,0.294579,53.95,6.750617
regret_reg,top70,1,5,86,0.292744,53.29,6.728911
regret_reg,top70,2,10,1,12.050298,50.49,22.187013
regret_reg,top70,2,10,2,11.379562,50.13,20.830422
regret_reg,top70,2,10,3,10.128071,50.57,20.452379
regret_reg,top70,2,10,4,9.330114,52.04,19.676564
regret_reg,top70,2,10,5,8.424742,51.92,18.653213
regret_reg,top70,2,10,6,7.538570,51.75,17.773850
regret_reg,top70,2,10,7,6.799962,53.53,17.179972
regret_reg,top70,2,10,8,6.073263,54.04,16.847492
regret_reg,top70,2,10,9,5.492985,55.27,15.476260
regret_reg,top70,2,10,10,4.996707,54.68,14.498655
regret_reg,top70,2,10,11,4.407557,55.27,14.026394
regret_reg,top70,2,10,12,3.890475,55.43,13.587091
regret_reg,top70,2,10,13,3.468967,56.78,12.849484
regret_reg,top70,2,10,14,3.110992,55.94,12.445636
regret_reg,top70,2,10,15,2.750398,56.94,12.259250
regret_reg,top70,2,10,16,2.422285,57.17,12.297679
regret_reg,top70,2,10,17,2.124967,57.11,11.894351
regret_reg,top70,2,10,18,1.899869,56.77,11.498650
regret_reg,top70,2,10,19,1.674469,56.60,10.889295
regret_reg,top70,2,10,20,1.505284,56.56,10.597834
regret_reg,top70,2,10,21,1.323972,56.55,10.359613
regret_reg,top70,2,10,22,1.184680,58.13,10.078713
regret_reg,top70,2,10,23,1.058306,57.42,10.043091
regret_reg,top70,2,10,24,0.932532,56.80,9.844024
regret_reg,top70,2,10,25,0.846067,56.70,9.633856
regret_reg,top70,2,10,26,0.758592,57.15,9.201382
regret_reg,top70,2,10,27,0.700523,57.15,8.912171
regret_reg,top70,2,10,28,0.623453,56.61,8.765275
regret_reg,top70,2,10,29,0.571207,57.20,8.442027
regret_reg,top70,2,10,30,0.514430,56.77,8.192142
regret_reg,top70,2,10,31,0.476315,56.52,8.193757
regret_reg,top70,2,10,32,0.445344,56.02,8.150720
regret_reg,top70,2,10,33,0.427945,55.73,8.020884
regret_reg,top70,2,10,34,0.400969,55.15,8.092498
regret_reg,top70,2,10,35,0.385719,56.52,7.945937
regret_reg,top70,2,10,36,0.362979,56.21,7.878680
regret_reg,top70,2,10,37,0.371460,55.92,7.716216
regret_reg,top70,2,10,38,0.363447,55.76,7.675285
regret_reg,top70,2,10,39,0.360884,56.45,7.614405
regret_reg,top70,2,10,40,0.346143,55.91,7.753004
regret_reg,top70,2,10,41,0.359016,56.30,7.726614
regret_reg,top70,2,10,42,0.340310,56.37,7.839362
regret_reg,top70,2,10,43,0.349809,55.57,7.749855
regret_reg,top70,2,10,44,0.332169,56.84,7.653410
regret_reg,top70,2,10,45,0.326077,56.29,7.648777
regret_reg,top70,2,10,46,0.333360,56.44,7.664970
regret_reg,top70,2,10,47,0.332095,56.21,7.507291
regret_reg,top70,2,10,48,0.332540,57.46,7.131641
regret_reg,top70,2,10,49,0.335618,57.14,7.095201
regret_reg,top70,2,10,50,0.329761,57.84,7.013542
regret_reg,top70,2,10,51,0.347459,56.90,6.952803
regret_reg,top70,2,10,52,0.338348,57.54,7.018633
regret_reg,top70,2,10,53,0.338114,57.14,6.959130
regret_reg,top70,2,10,54,0.350277,57.37,6.888167
regret_reg,top70,2,10,55,0.337370,58.18,6.742197
regret_reg,top70,2,10,56,0.329497,57.51,6.815425
regret_reg,top70,2,10,57,0.348985,58.01,6.960085
regret_reg,top70,2,10,58,0.336403,58.93,7.087454
regret_reg,top70,2,10,59,0.333804,58.14,7.155699
regret_reg,top70,2,10,60,0.329737,57.55,7.302214
regret_reg,top70,2,10,61,0.318149,57.75,7.310406
regret_reg,top70,2,10,62,0.331956,57.83,7.355499
regret_reg,top70,2,10,63,0.333181,56.79,7.534675
regret_reg,top70,2,10,64,0.343951,57.40,7.673920
